Id,Gen_sp,Habitat,Plot,Flower_density,Flower_species,Start_time,Finish_time,Date,Site,Corridor,Notes,Round,Highest_temp,Lowest_temperature
192,Bombus_hortorum,Semi_natural_grasslands,4,6-10%,Trifolium_pratense,12:05,12:30,17/07/14,Forsby,No,NA,1,26,14
193,Bombus_hortorum,Semi_natural_grasslands,4,6-10%,Trifolium_pratense,12:05,12:30,17/07/14,Forsby,No,NA,1,26,14
194,Bombus_spp,Semi_natural_grasslands,4,6-10%,Trifolium_pratense,12:05,12:30,17/07/14,Forsby,No,NA,1,26,14
195,Bombus_terrestris,Non_flowering_crop_edge,5,41-60%,Cirsium_arvense,13:00,13:15,17/07/14,Forsby,No,NA,1,26,14
196,Bombus_pascuorum,Non_flowering_crop_edge,5,41-60%,Trifolium_pratense,13:00,13:15,17/07/14,Forsby,No,NA,1,26,14
197,Bombus_pascuorum,Non_flowering_crop_edge,5,41-60%,Trifolium_pratense,13:00,13:15,17/07/14,Forsby,No,NA,1,26,14
199,NA,Forest,6,1-5%,NA,14:00,14:15,17/07/14,Forsby,No,NA,1,26,14
200,Bombus_spp,Forest,7,6-10%,Melampyrum_pratense,14:50,15:10,17/07/14,Forsby,No,NA,1,26,14
201,Bombus_hortorum,Forest,7,6-10%,Melampyrum_pratense,14:50,15:10,17/07/14,Forsby,No,NA,1,26,14
202,Bombus_quadricolor,Forest,7,6-10%,Melampyrum_pratense,14:50,15:10,17/07/14,Forsby,No,NA,1,26,14
203,Bombus_pascuorum,Forest,7,6-10%,Melampyrum_pratense,14:50,15:10,17/07/14,Forsby,No,NA,1,26,14
204,Bombus_pascuorum,Forest,7,6-10%,Trifolium_pratense,14:50,15:10,17/07/14,Forsby,No,NA,1,26,14
205,Bombus_pascuorum,Forest,7,6-10%,Trifolium_pratense,14:50,15:10,17/07/14,Forsby,No,NA,1,26,14
206,Bombus_pascuorum,Forest,7,6-10%,Trifolium_repens,14:50,15:10,17/07/14,Forsby,No,NA,1,26,14
207,Bombus_pascuorum,Forest,7,6-10%,Trifolium_repens,14:50,15:10,17/07/14,Forsby,No,NA,1,26,14
208,Bombus_pascuorum,Forest,7,6-10%,Trifolium_repens,14:50,15:10,17/07/14,Forsby,No,NA,1,26,14
209,Bombus_pascuorum,Forest,7,6-10%,Trifolium_repens,14:50,15:10,17/07/14,Forsby,No,NA,1,26,14
210,Bombus_pascuorum,Forest,7,6-10%,Trifolium_repens,14:50,15:10,17/07/14,Forsby,No,NA,1,26,14
211,Bombus_subterraneus,Maintained_drain,8,61%_plus,Lamiastrum_galeobdolon_spps_galeobdolons,14:35,14:55,18/07/14,Forsby,No,NA,1,25,13
212,Bombus_terrestris,Maintained_drain,8,61%_plus,Lamiastrum_galeobdolon_spps_galeobdolons,14:35,14:55,18/07/14,Forsby,No,NA,1,25,13
213,Bombus_pascuorum,Semi_natural_grasslands,1,61%_plus,Melampyrum_pratense,09:50,10:15,18/07/14,K?ttgrind,No,NA,1,25,13
214,Bombus_pascuorum,Semi_natural_grasslands,1,61%_plus,Melampyrum_pratense,09:50,10:15,18/07/14,K?ttgrind,No,NA,1,25,13
215,Bombus_pascuorum,Semi_natural_grasslands,1,61%_plus,Melampyrum_pratense,09:50,10:15,18/07/14,K?ttgrind,No,NA,1,25,13
216,Bombus_ruderarius,Semi_natural_grasslands,1,61%_plus,Melampyrum_pratense,09:50,10:15,18/07/14,K?ttgrind,No,NA,1,25,13
217,Bombus_ruderarius,Semi_natural_grasslands,1,61%_plus,Melampyrum_pratense,09:50,10:15,18/07/14,K?ttgrind,No,NA,1,25,13
218,Bombus_pascuorum,Semi_natural_grasslands,1,61%_plus,Trifolium_pratense,09:50,10:15,18/07/14,K?ttgrind,No,NA,1,25,13
219,Bombus_pascuorum,Semi_natural_grasslands,1,61%_plus,Trifolium_pratense,09:50,10:15,18/07/14,K?ttgrind,No,NA,1,25,13
220,Bombus_pascuorum,Semi_natural_grasslands,1,61%_plus,Trifolium_pratense,09:50,10:15,18/07/14,K?ttgrind,No,NA,1,25,13
221,Bombus_pascuorum,Semi_natural_grasslands,1,61%_plus,Trifolium_pratense,09:50,10:15,18/07/14,K?ttgrind,No,NA,1,25,13
222,Bombus_pascuorum,Semi_natural_grasslands,1,61%_plus,Trifolium_pratense,09:50,10:15,18/07/14,K?ttgrind,No,NA,1,25,13
223,Bombus_pascuorum,Semi_natural_grasslands,1,61%_plus,Trifolium_pratense,09:50,10:15,18/07/14,K?ttgrind,No,NA,1,25,13
224,Bombus_pascuorum,Semi_natural_grasslands,1,61%_plus,Trifolium_pratense,09:50,10:15,18/07/14,K?ttgrind,No,NA,1,25,13
225,Bombus_spp,Semi_natural_grasslands,1,61%_plus,Trifolium_pratense,09:50,10:15,18/07/14,K?ttgrind,No,NA,1,25,13
226,Bombus_spp,Semi_natural_grasslands,1,61%_plus,Trifolium_pratense,09:50,10:15,18/07/14,K?ttgrind,No,NA,1,25,13
227,Bombus_hortorum,Semi_natural_grasslands,1,61%_plus,Trifolium_pratense,09:50,10:15,18/07/14,K?ttgrind,No,NA,1,25,13
228,Bombus_hortorum,Semi_natural_grasslands,1,61%_plus,Trifolium_pratense,09:50,10:15,18/07/14,K?ttgrind,No,NA,1,25,13
229,Bombus_hortorum,Semi_natural_grasslands,1,61%_plus,Trifolium_pratense,09:50,10:15,18/07/14,K?ttgrind,No,NA,1,25,13
230,Bombus_spp,Semi_natural_grasslands,1,61%_plus,Melampyrum_pratense,09:50,10:15,18/07/14,K?ttgrind,No,NA,1,25,13
231,Bombus_pascuorum,Semi_natural_grasslands,1,61%_plus,Melampyrum_pratense,09:50,10:15,18/07/14,K?ttgrind,No,NA,1,25,13
232,Bombus_pascuorum,Maintained_roadside,2,61%_plus,Trifolium_pratense,10:25,11:05,18/07/14,K?ttgrind,No,NA,1,25,13
233,Bombus_pascuorum,Maintained_roadside,2,61%_plus,Trifolium_pratense,10:25,11:05,18/07/14,K?ttgrind,No,NA,1,25,13
234,Bombus_subterraneus,Maintained_roadside,2,61%_plus,Trifolium_pratense,10:25,11:05,18/07/14,K?ttgrind,No,NA,1,25,13
235,Bombus_subterraneus,Maintained_roadside,2,61%_plus,Centaurea_scabiosa,10:25,11:05,18/07/14,K?ttgrind,No,NA,1,25,13
236,Bombus_sylvarum,Maintained_roadside,2,61%_plus,Centaurea_scabiosa,10:25,11:05,18/07/14,K?ttgrind,No,NA,1,25,13
237,Bombus_lapidarius,Maintained_roadside,2,61%_plus,Centaurea_scabiosa,10:25,11:05,18/07/14,K?ttgrind,No,NA,1,25,13
238,Bombus_lapidarius,Maintained_roadside,2,61%_plus,Centaurea_scabiosa,10:25,11:05,18/07/14,K?ttgrind,No,NA,1,25,13
239,Bombus_lapidarius,Maintained_roadside,2,61%_plus,Centaurea_scabiosa,10:25,11:05,18/07/14,K?ttgrind,No,NA,1,25,13
240,Bombus_lapidarius,Maintained_roadside,2,61%_plus,Centaurea_scabiosa,10:25,11:05,18/07/14,K?ttgrind,No,NA,1,25,13
241,Bombus_lapidarius,Maintained_roadside,2,61%_plus,Centaurea_scabiosa,10:25,11:05,18/07/14,K?ttgrind,No,NA,1,25,13
242,Bombus_lapidarius,Maintained_roadside,2,61%_plus,Centaurea_scabiosa,10:25,11:05,18/07/14,K?ttgrind,No,NA,1,25,13
243,Bombus_lapidarius,Maintained_roadside,2,61%_plus,Centaurea_scabiosa,10:25,11:05,18/07/14,K?ttgrind,No,NA,1,25,13
244,Bombus_lapidarius,Maintained_roadside,2,61%_plus,Centaurea_scabiosa,10:25,11:05,18/07/14,K?ttgrind,No,NA,1,25,13
245,Bombus_spp,Maintained_roadside,2,61%_plus,Centaurea_scabiosa,10:25,11:05,18/07/14,K?ttgrind,No,NA,1,25,13
246,Bombus_spp,Maintained_roadside,2,61%_plus,Centaurea_scabiosa,10:25,11:05,18/07/14,K?ttgrind,No,NA,1,25,13
247,Bombus_spp,Maintained_roadside,2,61%_plus,Centaurea_scabiosa,10:25,11:05,18/07/14,K?ttgrind,No,NA,1,25,13
248,Bombus_spp,Maintained_roadside,2,61%_plus,Centaurea_scabiosa,10:25,11:05,18/07/14,K?ttgrind,No,NA,1,25,13
249,Bombus_spp,Maintained_roadside,2,61%_plus,Centaurea_scabiosa,10:25,11:05,18/07/14,K?ttgrind,No,NA,1,25,13
250,Bombus_hortorum,Maintained_roadside,2,61%_plus,Centaurea_scabiosa,10:25,11:05,18/07/14,K?ttgrind,No,NA,1,25,13
251,Bombus_hortorum,Maintained_roadside,2,61%_plus,Centaurea_scabiosa,10:25,11:05,18/07/14,K?ttgrind,No,NA,1,25,13
252,Bombus_hortorum,Maintained_roadside,2,61%_plus,Centaurea_scabiosa,10:25,11:05,18/07/14,K?ttgrind,No,NA,1,25,13
253,Bombus_hortorum,Maintained_roadside,2,61%_plus,Centaurea_scabiosa,10:25,11:05,18/07/14,K?ttgrind,No,NA,1,25,13
254,Bombus_hortorum,Maintained_roadside,2,61%_plus,Centaurea_scabiosa,10:25,11:05,18/07/14,K?ttgrind,No,NA,1,25,13
255,Bombus_rupestris,Maintained_roadside,2,61%_plus,Centaurea_scabiosa,10:25,11:05,18/07/14,K?ttgrind,No,NA,1,25,13
256,Bombus_rupestris,Maintained_roadside,2,61%_plus,Centaurea_scabiosa,10:25,11:05,18/07/14,K?ttgrind,No,NA,1,25,13
257,Bombus_rupestris,Maintained_roadside,2,61%_plus,Centaurea_scabiosa,10:25,11:05,18/07/14,K?ttgrind,No,NA,1,25,13
258,Bombus_soroeensis,Maintained_roadside,2,61%_plus,Centaurea_scabiosa,10:25,11:05,18/07/14,K?ttgrind,No,NA,1,25,13
259,Bombus_terrestris,Maintained_roadside,2,61%_plus,Centaurea_scabiosa,10:25,11:05,18/07/14,K?ttgrind,No,NA,1,25,13
260,Bombus_pascuorum,Maintained_roadside,2,61%_plus,Melampyrum_pratense,10:25,11:05,18/07/14,K?ttgrind,No,NA,1,25,13
261,Bombus_pascuorum,Maintained_roadside,2,61%_plus,Melampyrum_pratense,10:25,11:05,18/07/14,K?ttgrind,No,NA,1,25,13
262,Bombus_spp,Forest,3,11-20%,Trifolium_repens,11:30,11:50,18/07/14,K?ttgrind,No,Canopy_gap_10m,1,25,13
263,Bombus_pascuorum,Forest,3,11-20%,Trifolium_repens,11:30,11:50,18/07/14,K?ttgrind,No,Canopy_gap_10m,1,25,13
264,Bombus_pascuorum,Forest,3,11-20%,Trifolium_repens,11:30,11:50,18/07/14,K?ttgrind,No,Canopy_gap_10m,1,25,13
265,Bombus_pascuorum,Forest,3,11-20%,Trifolium_repens,11:30,11:50,18/07/14,K?ttgrind,No,Canopy_gap_10m,1,25,13
266,Bombus_pascuorum,Forest,3,11-20%,Trifolium_repens,11:30,11:50,18/07/14,K?ttgrind,No,Canopy_gap_10m,1,25,13
267,Bombus_pascuorum,Forest,3,11-20%,Trifolium_repens,11:30,11:50,18/07/14,K?ttgrind,No,Canopy_gap_10m,1,25,13
268,Bombus_pascuorum,Forest,3,11-20%,Trifolium_repens,11:30,11:50,18/07/14,K?ttgrind,No,Canopy_gap_10m,1,25,13
269,Bombus_pascuorum,Forest,3,11-20%,Trifolium_repens,11:30,11:50,18/07/14,K?ttgrind,No,Canopy_gap_10m,1,25,13
270,Bombus_pascuorum,Forest,3,11-20%,Trifolium_pratense,11:30,11:50,18/07/14,K?ttgrind,No,Canopy_gap_10m,1,25,13
271,Bombus_quadricolor,Forest,3,11-20%,Trifolium_pratense,11:30,11:50,18/07/14,K?ttgrind,No,Canopy_gap_10m,1,25,13
272,Bombus_pascuorum,Maintained_drain,4,21-40%,Centaurea_cyanus,12:05,12:25,18/07/14,K?ttgrind,No,NA,1,25,13
273,Bombus_pascuorum,Maintained_drain,4,21-40%,Centaurea_cyanus,12:05,12:25,18/07/14,K?ttgrind,No,NA,1,25,13
274,Bombus_pascuorum,Maintained_drain,4,21-40%,Centaurea_cyanus,12:05,12:25,18/07/14,K?ttgrind,No,NA,1,25,13
275,Bombus_pascuorum,Maintained_drain,4,21-40%,Centaurea_cyanus,12:05,12:25,18/07/14,K?ttgrind,No,NA,1,25,13
276,Bombus_pascuorum,Maintained_drain,4,21-40%,Centaurea_cyanus,12:05,12:25,18/07/14,K?ttgrind,No,NA,1,25,13
277,Bombus_pascuorum,Maintained_drain,4,21-40%,Centaurea_cyanus,12:05,12:25,18/07/14,K?ttgrind,No,NA,1,25,13
278,Bombus_rupestris,Maintained_drain,4,21-40%,Centaurea_cyanus,12:05,12:25,18/07/14,K?ttgrind,No,NA,1,25,13
279,Bombus_pascuorum,Maintained_drain,4,21-40%,Melampyrum_pratense,12:05,12:25,18/07/14,K?ttgrind,No,NA,1,25,13
280,Bombus_terrestris,Maintained_drain,4,21-40%,Filipendula_ulmaria,12:05,12:25,18/07/14,K?ttgrind,No,NA,1,25,13
281,Bombus_spp,Maintained_drain,4,21-40%,Trifolium_pratense,12:05,12:25,18/07/14,K?ttgrind,No,NA,1,25,13
282,Bombus_hortorum,Forest_grassland_boundary,5,6-10%,Trifolium_pratense,12:35,12:55,18/07/14,K?ttgrind,No,NA,1,25,13
283,Bombus_hortorum,Forest_grassland_boundary,5,6-10%,Trifolium_pratense,12:35,12:55,18/07/14,K?ttgrind,No,NA,1,25,13
284,Bombus_pascuorum,Forest_grassland_boundary,5,6-10%,Trifolium_pratense,12:35,12:55,18/07/14,K?ttgrind,No,NA,1,25,13
285,Bombus_ruderarius,Non_flowering_crop_edge,6,6-10%,Centaurea_scabiosa,13:20,13:40,18/07/14,K?ttgrind,No,NA,1,25,13
286,Bombus_ruderarius,Non_flowering_crop_edge,6,6-10%,Centaurea_scabiosa,13:20,13:40,18/07/14,K?ttgrind,No,NA,1,25,13
287,Bombus_spp,Corridor,1,41-60%,Cirsium_arvense,09:55,10:20,20/07/14,L?by_S?dra,Yes,NA,1,26,14
288,Bombus_spp,Corridor,1,41-60%,Cirsium_arvense,09:55,10:20,20/07/14,L?by_S?dra,Yes,NA,1,26,14
289,Bombus_soroeensis,Corridor,1,41-60%,Cirsium_arvense,09:55,10:20,20/07/14,L?by_S?dra,Yes,NA,1,26,14
290,Bombus_ruderarius,Corridor,1,41-60%,Cirsium_arvense,09:55,10:20,20/07/14,L?by_S?dra,Yes,NA,1,26,14
291,Bombus_pascuorum,Maintained_roadside,2,61%_plus,Satureja_vulgaris,10:35,11:00,20/07/14,L?by_S?dra,Yes,NA,1,26,14
292,Bombus_pascuorum,Maintained_roadside,2,61%_plus,Satureja_vulgaris,10:35,11:00,20/07/14,L?by_S?dra,Yes,NA,1,26,14
293,Bombus_pascuorum,Maintained_roadside,2,61%_plus,Trifolium_pratense,10:35,11:00,20/07/14,L?by_S?dra,Yes,NA,1,26,14
294,Bombus_pascuorum,Maintained_roadside,2,61%_plus,Trifolium_pratense,10:35,11:00,20/07/14,L?by_S?dra,Yes,NA,1,26,14
295,Bombus_pascuorum,Maintained_roadside,2,61%_plus,Trifolium_pratense,10:35,11:00,20/07/14,L?by_S?dra,Yes,NA,1,26,14
296,Bombus_pascuorum,Maintained_roadside,2,61%_plus,Trifolium_pratense,10:35,11:00,20/07/14,L?by_S?dra,Yes,NA,1,26,14
297,Bombus_pascuorum,Maintained_roadside,2,61%_plus,Trifolium_pratense,10:35,11:00,20/07/14,L?by_S?dra,Yes,NA,1,26,14
298,Bombus_pascuorum,Maintained_roadside,2,61%_plus,Trifolium_pratense,10:35,11:00,20/07/14,L?by_S?dra,Yes,NA,1,26,14
299,Bombus_pascuorum,Maintained_roadside,2,61%_plus,Trifolium_pratense,10:35,11:00,20/07/14,L?by_S?dra,Yes,NA,1,26,14
300,Bombus_pascuorum,Maintained_roadside,2,61%_plus,Trifolium_pratense,10:35,11:00,20/07/14,L?by_S?dra,Yes,NA,1,26,14
301,Bombus_pascuorum,Maintained_roadside,2,61%_plus,Trifolium_pratense,10:35,11:00,20/07/14,L?by_S?dra,Yes,NA,1,26,14
302,Bombus_pascuorum,Maintained_roadside,2,61%_plus,Trifolium_pratense,10:35,11:00,20/07/14,L?by_S?dra,Yes,NA,1,26,14
303,Bombus_pascuorum,Maintained_roadside,2,61%_plus,Trifolium_pratense,10:35,11:00,20/07/14,L?by_S?dra,Yes,NA,1,26,14
304,Bombus_pascuorum,Maintained_roadside,2,61%_plus,Trifolium_pratense,10:35,11:00,20/07/14,L?by_S?dra,Yes,NA,1,26,14
305,Bombus_pascuorum,Maintained_roadside,2,61%_plus,Trifolium_pratense,10:35,11:00,20/07/14,L?by_S?dra,Yes,NA,1,26,14
306,Bombus_pascuorum,Maintained_roadside,2,61%_plus,Trifolium_pratense,10:35,11:00,20/07/14,L?by_S?dra,Yes,NA,1,26,14
307,Bombus_pascuorum,Maintained_roadside,2,61%_plus,Trifolium_pratense,10:35,11:00,20/07/14,L?by_S?dra,Yes,NA,1,26,14
308,Bombus_pascuorum,Maintained_roadside,2,61%_plus,Trifolium_pratense,10:35,11:00,20/07/14,L?by_S?dra,Yes,NA,1,26,14
309,Bombus_pascuorum,Maintained_roadside,2,61%_plus,Trifolium_pratense,10:35,11:00,20/07/14,L?by_S?dra,Yes,NA,1,26,14
310,Bombus_pascuorum,Maintained_roadside,2,61%_plus,Trifolium_pratense,10:35,11:00,20/07/14,L?by_S?dra,Yes,NA,1,26,14
311,Bombus_ruderarius,Maintained_roadside,2,61%_plus,Trifolium_pratense,10:35,11:00,20/07/14,L?by_S?dra,Yes,NA,1,26,14
312,Bombus_ruderarius,Maintained_roadside,2,61%_plus,Trifolium_pratense,10:35,11:00,20/07/14,L?by_S?dra,Yes,NA,1,26,14
313,Bombus_ruderarius,Maintained_roadside,2,61%_plus,Trifolium_pratense,10:35,11:00,20/07/14,L?by_S?dra,Yes,NA,1,26,14
314,Bombus_ruderarius,Maintained_roadside,2,61%_plus,Trifolium_pratense,10:35,11:00,20/07/14,L?by_S?dra,Yes,NA,1,26,14
315,Bombus_ruderarius,Maintained_roadside,2,61%_plus,Trifolium_pratense,10:35,11:00,20/07/14,L?by_S?dra,Yes,NA,1,26,14
316,Bombus_ruderarius,Maintained_roadside,2,61%_plus,Trifolium_pratense,10:35,11:00,20/07/14,L?by_S?dra,Yes,NA,1,26,14
317,Bombus_ruderarius,Maintained_roadside,2,61%_plus,Trifolium_pratense,10:35,11:00,20/07/14,L?by_S?dra,Yes,NA,1,26,14
318,Bombus_ruderarius,Maintained_roadside,2,61%_plus,Trifolium_pratense,10:35,11:00,20/07/14,L?by_S?dra,Yes,NA,1,26,14
319,Bombus_ruderarius,Maintained_roadside,2,61%_plus,Trifolium_pratense,10:35,11:00,20/07/14,L?by_S?dra,Yes,NA,1,26,14
320,Bombus_ruderarius,Maintained_roadside,2,61%_plus,Trifolium_pratense,10:35,11:00,20/07/14,L?by_S?dra,Yes,NA,1,26,14
321,Bombus_ruderarius,Maintained_roadside,2,61%_plus,Trifolium_pratense,10:35,11:00,20/07/14,L?by_S?dra,Yes,NA,1,26,14
322,Bombus_ruderarius,Maintained_roadside,2,61%_plus,Trifolium_pratense,10:35,11:00,20/07/14,L?by_S?dra,Yes,NA,1,26,14
323,Bombus_ruderarius,Maintained_roadside,2,61%_plus,Trifolium_pratense,10:35,11:00,20/07/14,L?by_S?dra,Yes,NA,1,26,14
324,Bombus_ruderarius,Maintained_roadside,2,61%_plus,Trifolium_pratense,10:35,11:00,20/07/14,L?by_S?dra,Yes,NA,1,26,14
325,Bombus_ruderarius,Maintained_roadside,2,61%_plus,Trifolium_pratense,10:35,11:00,20/07/14,L?by_S?dra,Yes,NA,1,26,14
326,Bombus_ruderarius,Maintained_roadside,2,61%_plus,Trifolium_pratense,10:35,11:00,20/07/14,L?by_S?dra,Yes,NA,1,26,14
327,Bombus_spp,Maintained_roadside,2,61%_plus,Trifolium_pratense,10:35,11:00,20/07/14,L?by_S?dra,Yes,NA,1,26,14
328,Bombus_spp,Maintained_roadside,2,61%_plus,Trifolium_pratense,10:35,11:00,20/07/14,L?by_S?dra,Yes,NA,1,26,14
329,Bombus_pascuorum,Corridor,3,11-20%,Cirsium_arvense,11:25,11:40,20/07/14,L?by_S?dra,Yes,NA,1,26,14
330,Bombus_pascuorum,Corridor,3,11-20%,Trifolium_pratense,11:25,11:40,20/07/14,L?by_S?dra,Yes,NA,1,26,14
331,Bombus_pascuorum,Corridor,3,11-20%,Trifolium_pratense,11:25,11:40,20/07/14,L?by_S?dra,Yes,NA,1,26,14
332,Bombus_pascuorum,Corridor,3,11-20%,Trifolium_pratense,11:25,11:40,20/07/14,L?by_S?dra,Yes,NA,1,26,14
333,Bombus_pascuorum,Corridor,3,11-20%,Trifolium_pratense,11:25,11:40,20/07/14,L?by_S?dra,Yes,NA,1,26,14
334,Bombus_pascuorum,Corridor,3,11-20%,Trifolium_pratense,11:25,11:40,20/07/14,L?by_S?dra,Yes,NA,1,26,14
335,Bombus_pascuorum,Corridor,3,11-20%,Trifolium_pratense,11:25,11:40,20/07/14,L?by_S?dra,Yes,NA,1,26,14
336,Bombus_spp,Corridor,3,11-20%,Trifolium_pratense,11:25,11:40,20/07/14,L?by_S?dra,Yes,NA,1,26,14
337,Bombus_spp,Corridor,3,11-20%,Trifolium_pratense,11:25,11:40,20/07/14,L?by_S?dra,Yes,NA,1,26,14
338,Bombus_spp,Corridor,4,1-5%,Trifolium_pratense,11:45,12:00,20/07/14,L?by_S?dra,Yes,NA,1,26,14
339,Bombus_pascuorum,Corridor,5,1-5%,Carduus_crispus,12:30,12:55,20/07/14,L?by_S?dra,Yes,NA,1,26,14
340,Bombus_pascuorum,Corridor,5,1-5%,Carduus_crispus,12:30,12:55,20/07/14,L?by_S?dra,Yes,NA,1,26,14
341,Bombus_pascuorum,Corridor,5,1-5%,Carduus_crispus,12:30,12:55,20/07/14,L?by_S?dra,Yes,NA,1,26,14
342,Bombus_pascuorum,Corridor,5,1-5%,Carduus_crispus,12:30,12:55,20/07/14,L?by_S?dra,Yes,NA,1,26,14
343,Bombus_pascuorum,Corridor,5,1-5%,Carduus_crispus,12:30,12:55,20/07/14,L?by_S?dra,Yes,NA,1,26,14
344,Bombus_bohemicus,Corridor,5,1-5%,Carduus_crispus,12:30,12:55,20/07/14,L?by_S?dra,Yes,NA,1,26,14
345,Bombus_bohemicus,Corridor,5,1-5%,Carduus_crispus,12:30,12:55,20/07/14,L?by_S?dra,Yes,NA,1,26,14
346,Bombus_bohemicus,Corridor,5,1-5%,Carduus_crispus,12:30,12:55,20/07/14,L?by_S?dra,Yes,NA,1,26,14
347,Bombus_spp,Corridor,5,1-5%,Carduus_crispus,12:30,12:55,20/07/14,L?by_S?dra,Yes,NA,1,26,14
348,Bombus_spp,Corridor,5,1-5%,Carduus_crispus,12:30,12:55,20/07/14,L?by_S?dra,Yes,NA,1,26,14
349,Bombus_soroeensis,Corridor,5,1-5%,Carduus_crispus,12:30,12:55,20/07/14,L?by_S?dra,Yes,NA,1,26,14
350,Bombus_pascuorum,Corridor,5,1-5%,Satureja_vulgaris,12:30,12:55,20/07/14,L?by_S?dra,Yes,NA,1,26,14
351,Bombus_terrestris,Maintained_drain,6,61%_plus,Filipendula_ulmaria,01:25,01:45,20/07/14,L?by_S?dra,Yes,NA,1,26,14
352,Bombus_terrestris,Maintained_drain,6,61%_plus,Filipendula_ulmaria,01:25,01:45,20/07/14,L?by_S?dra,Yes,NA,1,26,14
353,Bombus_terrestris,Maintained_drain,6,61%_plus,Filipendula_ulmaria,01:25,01:45,20/07/14,L?by_S?dra,Yes,NA,1,26,14
354,Bombus_terrestris,Maintained_drain,6,61%_plus,Filipendula_ulmaria,01:25,01:45,20/07/14,L?by_S?dra,Yes,NA,1,26,14
355,Bombus_terrestris,Maintained_drain,6,61%_plus,Filipendula_ulmaria,01:25,01:45,20/07/14,L?by_S?dra,Yes,NA,1,26,14
356,Bombus_terrestris,Maintained_drain,6,61%_plus,Filipendula_ulmaria,01:25,01:45,20/07/14,L?by_S?dra,Yes,NA,1,26,14
357,Bombus_terrestris,Maintained_drain,6,61%_plus,Filipendula_ulmaria,01:25,01:45,20/07/14,L?by_S?dra,Yes,NA,1,26,14
358,Bombus_terrestris,Maintained_drain,6,61%_plus,Filipendula_ulmaria,01:25,01:45,20/07/14,L?by_S?dra,Yes,NA,1,26,14
359,Bombus_spp,Maintained_drain,6,61%_plus,Filipendula_ulmaria,01:25,01:45,20/07/14,L?by_S?dra,Yes,NA,1,26,14
360,Bombus_spp,Maintained_drain,6,61%_plus,Filipendula_ulmaria,01:25,01:45,20/07/14,L?by_S?dra,Yes,NA,1,26,14
361,Bombus_spp,Maintained_drain,6,61%_plus,Filipendula_ulmaria,01:25,01:45,20/07/14,L?by_S?dra,Yes,NA,1,26,14
362,Bombus_spp,Maintained_drain,7,61%_plus,Carduus_crispus,01:55,02:15,20/07/14,L?by_S?dra,Yes,NA,1,26,14
363,Bombus_spp,Maintained_drain,7,61%_plus,Carduus_crispus,01:55,02:15,20/07/14,L?by_S?dra,Yes,NA,1,26,14
364,Bombus_pascuorum,Maintained_drain,7,61%_plus,Cirsium_arvense,01:55,02:15,20/07/14,L?by_S?dra,Yes,NA,1,26,14
365,Bombus_pascuorum,Maintained_drain,7,61%_plus,Cirsium_arvense,01:55,02:15,20/07/14,L?by_S?dra,Yes,NA,1,26,14
366,Bombus_pascuorum,Forest_grassland_boundary,8,1-5%,Carduus_helenioides,02:30,02:50,20/07/14,L?by_S?dra,Yes,NA,1,26,14
367,Bombus_pascuorum,Forest_grassland_boundary,8,1-5%,Carduus_helenioides,02:30,02:50,20/07/14,L?by_S?dra,Yes,NA,1,26,14
368,Bombus_pascuorum,Forest_grassland_boundary,8,1-5%,Carduus_helenioides,02:30,02:50,20/07/14,L?by_S?dra,Yes,NA,1,26,14
369,Bombus_pascuorum,Forest_grassland_boundary,8,1-5%,Carduus_helenioides,02:30,02:50,20/07/14,L?by_S?dra,Yes,NA,1,26,14
370,Bombus_pascuorum,Forest_grassland_boundary,8,1-5%,Carduus_helenioides,02:30,02:50,20/07/14,L?by_S?dra,Yes,NA,1,26,14
371,Bombus_soroeensis,Forest_grassland_boundary,8,1-5%,Carduus_helenioides,02:30,02:50,20/07/14,L?by_S?dra,Yes,NA,1,26,14
372,Bombus_soroeensis,Forest_grassland_boundary,8,1-5%,Carduus_helenioides,02:30,02:50,20/07/14,L?by_S?dra,Yes,NA,1,26,14
373,Bombus_pascuorum,Forest_grassland_boundary,8,1-5%,Centaurea_jacea,02:30,02:50,20/07/14,L?by_S?dra,Yes,NA,1,26,14
374,Bombus_pascuorum,Forest_grassland_boundary,8,1-5%,Cirsium_arvense,02:30,02:50,20/07/14,L?by_S?dra,Yes,NA,1,26,14
375,Bombus_pascuorum,Forest_grassland_boundary,8,1-5%,Carduus_crispus,02:30,02:50,20/07/14,L?by_S?dra,Yes,NA,1,26,14
376,Bombus_sylvarum,Semi_natural_grasslands,1,1-5%,Trifolium_pratense,09:00,09:20,22/07/14,Ingvasta,No,Throughout_area_many_roadsides_had_been_recently_mown,1,28,12
377,Bombus_soroeensis,Semi_natural_grasslands,1,1-5%,Cirsium_arvense,09:00,09:20,22/07/14,Ingvasta,No,NA,1,28,12
378,Bombus_pascuorum,Maintained_drain,2,11-20%,Lathyrus_pratensis,09:30,09:50,22/07/14,Ingvasta,No,NA,1,28,12
379,Bombus_spp,Forest_grassland_boundary,3,6-10%,Trifolium_repens,10:05,10:20,22/07/14,Ingvasta,No,NA,1,28,12
380,Bombus_pascuorum,Forest_grassland_boundary,4,6-10%,Trifolium_pratense,11:00,11:20,22/07/14,Ingvasta,No,NA,1,28,12
381,Bombus_spp,Semi_natural_grasslands,5,61%_plus,Trifolium_pratense,11:40,12:15,22/07/14,Ingvasta,No,NA,1,28,12
