Id,Gen_sp,Habitat,Plot,Flower_density,Flower_species,Start_time,Finish_time,Date,Site,Corridor,Notes,Round,Highest_temp,Lowest_temperature
573,Bombus_pascuorum,Non_flowering_crop_edge,3,1-5%,Trifolium_pratense,12:50,13:05,29/07/14,Stavby,Yes,NA,2,30,17
574,Bombus_pascuorum,Non_flowering_crop_edge,3,1-5%,Trifolium_pratense,12:50,13:05,29/07/14,Stavby,Yes,NA,2,30,17
575,Bombus_pascuorum,Non_flowering_crop_edge,3,1-5%,Trifolium_pratense,12:50,13:05,29/07/14,Stavby,Yes,NA,2,30,17
576,Bombus_pascuorum,Non_flowering_crop_edge,3,1-5%,Trifolium_pratense,12:50,13:05,29/07/14,Stavby,Yes,NA,2,30,17
577,Bombus_pascuorum,Semi_natural_grasslands,9,1-5%,Centaurea_jacea,13:15,13:30,29/07/14,Stavby,Yes,"Stand_alone_result,_wasn't_surveyed_in_round_1",2,30,17
578,Bombus_pascuorum,Semi_natural_grasslands,9,1-5%,Centaurea_jacea,13:15,13:30,29/07/14,Stavby,Yes,"Stand_alone_result,_wasn't_surveyed_in_round_1",2,30,17
579,Bombus_soroeensis,Semi_natural_grasslands,9,1-5%,Centaurea_jacea,13:15,13:30,29/07/14,Stavby,Yes,"Stand_alone_result,_wasn't_surveyed_in_round_1",2,30,17
580,Bombus_spp,Maintained_roadside,8,1-5%,Centaurea_jacea,13:40,14:00,29/07/14,Stavby,Yes,"Stand_alone_result,_wasn't_surveyed_in_round_1",2,30,17
581,Bombus_sylvarum,Maintained_roadside,8,1-5%,Centaurea_jacea,13:40,14:00,29/07/14,Stavby,Yes,"Stand_alone_result,_wasn't_surveyed_in_round_1",2,30,17
582,Bombus_pascuorum,Forest_grassland_boundary,1,6-10%,Centaurea_jacea,11:00,11:30,31/07/14,Forsby,No,NA,2,25,16
583,Bombus_pascuorum,Forest_grassland_boundary,1,6-10%,Centaurea_jacea,11:00,11:30,31/07/14,Forsby,No,NA,2,25,16
584,Bombus_pascuorum,Forest_grassland_boundary,1,6-10%,Centaurea_jacea,11:00,11:30,31/07/14,Forsby,No,NA,2,25,16
585,Bombus_pascuorum,Forest_grassland_boundary,1,6-10%,Centaurea_jacea,11:00,11:30,31/07/14,Forsby,No,NA,2,25,16
586,Bombus_pascuorum,Forest_grassland_boundary,1,6-10%,Centaurea_jacea,11:00,11:30,31/07/14,Forsby,No,NA,2,25,16
587,Bombus_pascuorum,Forest_grassland_boundary,1,6-10%,Centaurea_jacea,11:00,11:30,31/07/14,Forsby,No,NA,2,25,16
588,Bombus_pascuorum,Forest_grassland_boundary,1,6-10%,Centaurea_jacea,11:00,11:30,31/07/14,Forsby,No,NA,2,25,16
589,Bombus_pascuorum,Forest_grassland_boundary,1,6-10%,Centaurea_jacea,11:00,11:30,31/07/14,Forsby,No,NA,2,25,16
590,Bombus_pascuorum,Forest_grassland_boundary,1,6-10%,Centaurea_jacea,11:00,11:30,31/07/14,Forsby,No,NA,2,25,16
591,Bombus_pascuorum,Forest_grassland_boundary,1,6-10%,Centaurea_jacea,11:00,11:30,31/07/14,Forsby,No,NA,2,25,16
592,Bombus_pascuorum,Forest_grassland_boundary,1,6-10%,Centaurea_jacea,11:00,11:30,31/07/14,Forsby,No,NA,2,25,16
593,Bombus_soroeensis,Forest_grassland_boundary,1,6-10%,Centaurea_jacea,11:00,11:30,31/07/14,Forsby,No,NA,2,25,16
594,Bombus_soroeensis,Forest_grassland_boundary,1,6-10%,Centaurea_jacea,11:00,11:30,31/07/14,Forsby,No,NA,2,25,16
595,Bombus_soroeensis,Forest_grassland_boundary,1,6-10%,Centaurea_jacea,11:00,11:30,31/07/14,Forsby,No,NA,2,25,16
596,Bombus_soroeensis,Forest_grassland_boundary,1,6-10%,Centaurea_jacea,11:00,11:30,31/07/14,Forsby,No,NA,2,25,16
597,Bombus_soroeensis,Forest_grassland_boundary,1,6-10%,Centaurea_jacea,11:00,11:30,31/07/14,Forsby,No,NA,2,25,16
598,Bombus_soroeensis,Forest_grassland_boundary,1,6-10%,Centaurea_jacea,11:00,11:30,31/07/14,Forsby,No,NA,2,25,16
599,Bombus_soroeensis,Forest_grassland_boundary,1,6-10%,Centaurea_jacea,11:00,11:30,31/07/14,Forsby,No,NA,2,25,16
600,Bombus_ruderarius,Forest_grassland_boundary,1,6-10%,Cirsium_arvense,11:00,11:30,31/07/14,Forsby,No,NA,2,25,16
601,Bombus_ruderarius,Forest_grassland_boundary,1,6-10%,Cirsium_arvense,11:00,11:30,31/07/14,Forsby,No,NA,2,25,16
602,Bombus_quadricolor,Forest_grassland_boundary,1,6-10%,Cirsium_arvense,11:00,11:30,31/07/14,Forsby,No,NA,2,25,16
603,Bombus_quadricolor,Forest_grassland_boundary,1,6-10%,Cirsium_arvense,11:00,11:30,31/07/14,Forsby,No,NA,2,25,16
604,Bombus_pascuorum,Forest_grassland_boundary,1,6-10%,Cirsium_arvense,11:00,11:30,31/07/14,Forsby,No,NA,2,25,16
605,Bombus_soroeensis,Maintained_roadside,2,11-20%,Centaurea_jacea,11:40,12:00,31/07/14,Forsby,No,NA,2,25,16
606,Bombus_quadricolor,Maintained_roadside,2,11-20%,Centaurea_jacea,11:40,12:00,31/07/14,Forsby,No,NA,2,25,16
607,Bombus_quadricolor,Maintained_roadside,2,11-20%,Centaurea_jacea,11:40,12:00,31/07/14,Forsby,No,NA,2,25,16
608,Bombus_quadricolor,Maintained_roadside,2,11-20%,Cirsium_arvense,11:40,12:00,31/07/14,Forsby,No,NA,2,25,16
609,Bombus_quadricolor,Maintained_roadside,2,11-20%,Cirsium_arvense,11:40,12:00,31/07/14,Forsby,No,NA,2,25,16
610,Bombus_quadricolor,Maintained_roadside,2,11-20%,Cirsium_arvense,11:40,12:00,31/07/14,Forsby,No,NA,2,25,16
611,Bombus_quadricolor,Maintained_roadside,2,11-20%,Cirsium_arvense,11:40,12:00,31/07/14,Forsby,No,NA,2,25,16
612,Bombus_quadricolor,Maintained_roadside,2,11-20%,Cirsium_arvense,11:40,12:00,31/07/14,Forsby,No,NA,2,25,16
613,Bombus_pascuorum,Maintained_roadside,2,11-20%,Cirsium_arvense,11:40,12:00,31/07/14,Forsby,No,NA,2,25,16
614,Bombus_pascuorum,Maintained_roadside,2,11-20%,Cirsium_arvense,11:40,12:00,31/07/14,Forsby,No,NA,2,25,16
615,Bombus_pascuorum,Maintained_roadside,2,11-20%,Cirsium_arvense,11:40,12:00,31/07/14,Forsby,No,NA,2,25,16
616,Bombus_pascuorum,Maintained_roadside,2,11-20%,Cirsium_arvense,11:40,12:00,31/07/14,Forsby,No,NA,2,25,16
617,Bombus_terrestris,Maintained_roadside,2,11-20%,Cirsium_arvense,11:40,12:00,31/07/14,Forsby,No,NA,2,25,16
618,Bombus_terrestris,Maintained_roadside,2,11-20%,Cirsium_arvense,11:40,12:00,31/07/14,Forsby,No,NA,2,25,16
619,Bombus_terrestris,Maintained_roadside,2,11-20%,Cirsium_arvense,11:40,12:00,31/07/14,Forsby,No,NA,2,25,16
620,Bombus_terrestris,Maintained_roadside,2,11-20%,Cirsium_arvense,11:40,12:00,31/07/14,Forsby,No,NA,2,25,16
621,Bombus_terrestris,Maintained_roadside,2,11-20%,Cirsium_arvense,11:40,12:00,31/07/14,Forsby,No,NA,2,25,16
622,Bombus_terrestris,Maintained_roadside,2,11-20%,Cirsium_arvense,11:40,12:00,31/07/14,Forsby,No,NA,2,25,16
623,Bombus_terrestris,Maintained_roadside,2,11-20%,Cirsium_arvense,11:40,12:00,31/07/14,Forsby,No,NA,2,25,16
624,Bombus_terrestris,Maintained_roadside,2,11-20%,Cirsium_arvense,11:40,12:00,31/07/14,Forsby,No,NA,2,25,16
625,Bombus_soroeensis,Maintained_roadside,2,11-20%,Cirsium_arvense,11:40,12:00,31/07/14,Forsby,No,NA,2,25,16
626,Bombus_soroeensis,Maintained_roadside,2,11-20%,Cirsium_arvense,11:40,12:00,31/07/14,Forsby,No,NA,2,25,16
627,Bombus_soroeensis,Maintained_roadside,2,11-20%,Cirsium_arvense,11:40,12:00,31/07/14,Forsby,No,NA,2,25,16
628,Bombus_spp,Maintained_roadside,2,11-20%,Cirsium_arvense,11:40,12:00,31/07/14,Forsby,No,NA,2,25,16
629,Bombus_spp,Maintained_roadside,2,11-20%,Cirsium_arvense,11:40,12:00,31/07/14,Forsby,No,NA,2,25,16
630,Bombus_spp,Maintained_roadside,2,11-20%,Cirsium_arvense,11:40,12:00,31/07/14,Forsby,No,NA,2,25,16
631,Bombus_bohemicus,Maintained_roadside,2,11-20%,Cirsium_arvense,11:40,12:00,31/07/14,Forsby,No,NA,2,25,16
632,Bombus_rupestris,Non_flowering_crop_edge,3,11-20%,Cirsium_arvense,12:10,12:35,31/07/14,Forsby,No,NA,2,25,16
633,Bombus_quadricolor,Non_flowering_crop_edge,3,11-20%,Cirsium_arvense,12:10,12:35,31/07/14,Forsby,No,NA,2,25,16
634,Bombus_quadricolor,Non_flowering_crop_edge,3,11-20%,Cirsium_arvense,12:10,12:35,31/07/14,Forsby,No,NA,2,25,16
635,Bombus_quadricolor,Non_flowering_crop_edge,3,11-20%,Cirsium_arvense,12:10,12:35,31/07/14,Forsby,No,NA,2,25,16
636,Bombus_barbutellus,Non_flowering_crop_edge,3,11-20%,Cirsium_arvense,12:10,12:35,31/07/14,Forsby,No,NA,2,25,16
637,Bombus_pascuorum,Non_flowering_crop_edge,3,11-20%,Cirsium_arvense,12:10,12:35,31/07/14,Forsby,No,NA,2,25,16
638,Bombus_pascuorum,Non_flowering_crop_edge,3,11-20%,Cirsium_arvense,12:10,12:35,31/07/14,Forsby,No,NA,2,25,16
639,Bombus_pascuorum,Non_flowering_crop_edge,3,11-20%,Cirsium_arvense,12:10,12:35,31/07/14,Forsby,No,NA,2,25,16
640,Bombus_pascuorum,Non_flowering_crop_edge,3,11-20%,Cirsium_arvense,12:10,12:35,31/07/14,Forsby,No,NA,2,25,16
641,Bombus_pascuorum,Non_flowering_crop_edge,3,11-20%,Cirsium_arvense,12:10,12:35,31/07/14,Forsby,No,NA,2,25,16
642,Bombus_spp,Non_flowering_crop_edge,3,11-20%,Cirsium_arvense,12:10,12:35,31/07/14,Forsby,No,NA,2,25,16
643,Bombus_soroeensis,Non_flowering_crop_edge,3,11-20%,Cirsium_arvense,12:10,12:35,31/07/14,Forsby,No,NA,2,25,16
644,Bombus_soroeensis,Non_flowering_crop_edge,3,11-20%,Cirsium_arvense,12:10,12:35,31/07/14,Forsby,No,NA,2,25,16
645,Bombus_soroeensis,Non_flowering_crop_edge,3,11-20%,Cirsium_arvense,12:10,12:35,31/07/14,Forsby,No,NA,2,25,16
646,Bombus_soroeensis,Semi_natural_grasslands,4,41-60%,Cirsium_arvense,13:00,13:35,31/07/14,Forsby,No,NA,2,25,16
647,Bombus_soroeensis,Semi_natural_grasslands,4,41-60%,Cirsium_arvense,13:00,13:35,31/07/14,Forsby,No,NA,2,25,16
648,Bombus_soroeensis,Semi_natural_grasslands,4,41-60%,Cirsium_arvense,13:00,13:35,31/07/14,Forsby,No,NA,2,25,16
649,Bombus_quadricolor,Semi_natural_grasslands,4,41-60%,Cirsium_arvense,13:00,13:35,31/07/14,Forsby,No,NA,2,25,16
650,Bombus_quadricolor,Semi_natural_grasslands,4,41-60%,Cirsium_arvense,13:00,13:35,31/07/14,Forsby,No,NA,2,25,16
651,Bombus_quadricolor,Semi_natural_grasslands,4,41-60%,Cirsium_arvense,13:00,13:35,31/07/14,Forsby,No,NA,2,25,16
652,Bombus_quadricolor,Semi_natural_grasslands,4,41-60%,Cirsium_arvense,13:00,13:35,31/07/14,Forsby,No,NA,2,25,16
653,Bombus_quadricolor,Semi_natural_grasslands,4,41-60%,Cirsium_arvense,13:00,13:35,31/07/14,Forsby,No,NA,2,25,16
654,Bombus_terrestris,Semi_natural_grasslands,4,41-60%,Cirsium_arvense,13:00,13:35,31/07/14,Forsby,No,NA,2,25,16
655,Bombus_terrestris,Semi_natural_grasslands,4,41-60%,Cirsium_arvense,13:00,13:35,31/07/14,Forsby,No,NA,2,25,16
656,Bombus_terrestris,Semi_natural_grasslands,4,41-60%,Cirsium_arvense,13:00,13:35,31/07/14,Forsby,No,NA,2,25,16
657,Bombus_terrestris,Semi_natural_grasslands,4,41-60%,Cirsium_arvense,13:00,13:35,31/07/14,Forsby,No,NA,2,25,16
658,Bombus_terrestris,Semi_natural_grasslands,4,41-60%,Cirsium_arvense,13:00,13:35,31/07/14,Forsby,No,NA,2,25,16
659,Bombus_terrestris,Semi_natural_grasslands,4,41-60%,Cirsium_arvense,13:00,13:35,31/07/14,Forsby,No,NA,2,25,16
660,Bombus_terrestris,Semi_natural_grasslands,4,41-60%,Cirsium_arvense,13:00,13:35,31/07/14,Forsby,No,NA,2,25,16
661,Bombus_terrestris,Semi_natural_grasslands,4,41-60%,Cirsium_arvense,13:00,13:35,31/07/14,Forsby,No,NA,2,25,16
662,Bombus_terrestris,Semi_natural_grasslands,4,41-60%,Cirsium_arvense,13:00,13:35,31/07/14,Forsby,No,NA,2,25,16
663,Bombus_hortorum,Semi_natural_grasslands,4,41-60%,Cirsium_arvense,13:00,13:35,31/07/14,Forsby,No,NA,2,25,16
664,Bombus_hortorum,Semi_natural_grasslands,4,41-60%,Cirsium_arvense,13:00,13:35,31/07/14,Forsby,No,NA,2,25,16
665,Bombus_rupestris,Semi_natural_grasslands,4,41-60%,Cirsium_arvense,13:00,13:35,31/07/14,Forsby,No,NA,2,25,16
666,Bombus_rupestris,Semi_natural_grasslands,4,41-60%,Cirsium_arvense,13:00,13:35,31/07/14,Forsby,No,NA,2,25,16
667,Bombus_rupestris,Semi_natural_grasslands,4,41-60%,Cirsium_arvense,13:00,13:35,31/07/14,Forsby,No,NA,2,25,16
668,Bombus_spp,Semi_natural_grasslands,4,41-60%,Cirsium_arvense,13:00,13:35,31/07/14,Forsby,No,NA,2,25,16
669,Bombus_spp,Semi_natural_grasslands,4,41-60%,Cirsium_arvense,13:00,13:35,31/07/14,Forsby,No,NA,2,25,16
670,Bombus_spp,Semi_natural_grasslands,4,41-60%,Cirsium_arvense,13:00,13:35,31/07/14,Forsby,No,NA,2,25,16
671,Bombus_spp,Semi_natural_grasslands,4,41-60%,Cirsium_arvense,13:00,13:35,31/07/14,Forsby,No,NA,2,25,16
672,Bombus_spp,Semi_natural_grasslands,4,41-60%,Cirsium_arvense,13:00,13:35,31/07/14,Forsby,No,NA,2,25,16
673,Bombus_spp,Semi_natural_grasslands,4,41-60%,Cirsium_arvense,13:00,13:35,31/07/14,Forsby,No,NA,2,25,16
674,Bombus_spp,Semi_natural_grasslands,4,41-60%,Cirsium_arvense,13:00,13:35,31/07/14,Forsby,No,NA,2,25,16
675,Bombus_spp,Semi_natural_grasslands,4,41-60%,Cirsium_arvense,13:00,13:35,31/07/14,Forsby,No,NA,2,25,16
676,Bombus_bohemicus,Semi_natural_grasslands,4,41-60%,Cirsium_arvense,13:00,13:35,31/07/14,Forsby,No,NA,2,25,16
677,Bombus_pascuorum,Semi_natural_grasslands,4,41-60%,Cirsium_arvense,13:00,13:35,31/07/14,Forsby,No,NA,2,25,16
678,Bombus_sylvarum,Semi_natural_grasslands,4,41-60%,Cirsium_arvense,13:00,13:35,31/07/14,Forsby,No,NA,2,25,16
679,Bombus_hortorum,Non_flowering_crop_edge,5,6-10%,Trifolium_pratense,13:45,14:15,31/07/14,Forsby,No,NA,2,25,16
680,Bombus_hortorum,Non_flowering_crop_edge,5,6-10%,Trifolium_pratense,13:45,14:15,31/07/14,Forsby,No,NA,2,25,16
681,Bombus_hortorum,Non_flowering_crop_edge,5,6-10%,Trifolium_pratense,13:45,14:15,31/07/14,Forsby,No,NA,2,25,16
682,Bombus_barbutellus,Non_flowering_crop_edge,5,6-10%,Trifolium_pratense,13:45,14:15,31/07/14,Forsby,No,NA,2,25,16
683,Bombus_pascuorum,Non_flowering_crop_edge,5,6-10%,Trifolium_pratense,13:45,14:15,31/07/14,Forsby,No,NA,2,25,16
684,Bombus_pascuorum,Non_flowering_crop_edge,5,6-10%,Trifolium_pratense,13:45,14:15,31/07/14,Forsby,No,NA,2,25,16
685,Bombus_pascuorum,Non_flowering_crop_edge,5,6-10%,Trifolium_pratense,13:45,14:15,31/07/14,Forsby,No,NA,2,25,16
686,Bombus_lapidarius,Non_flowering_crop_edge,5,6-10%,Trifolium_repens,13:45,14:15,31/07/14,Forsby,No,NA,2,25,16
687,Bombus_pascuorum,Non_flowering_crop_edge,5,6-10%,Trifolium_repens,13:45,14:15,31/07/14,Forsby,No,NA,2,25,16
688,Bombus_sylvarum,Non_flowering_crop_edge,5,6-10%,Melampyrum_pratense,13:45,14:15,31/07/14,Forsby,No,NA,2,25,16
689,Bombus_pascuorum,Non_flowering_crop_edge,5,6-10%,Trifolium_hybridum_spp_hybridum,13:45,14:15,31/07/14,Forsby,No,NA,2,25,16
690,Bombus_pascuorum,Non_flowering_crop_edge,5,6-10%,Trifolium_hybridum_spp_hybridum,13:45,14:15,31/07/14,Forsby,No,NA,2,25,16
691,Bombus_pascuorum,Non_flowering_crop_edge,5,6-10%,Trifolium_hybridum_spp_hybridum,13:45,14:15,31/07/14,Forsby,No,NA,2,25,16
692,Bombus_pascuorum,Non_flowering_crop_edge,5,6-10%,Trifolium_hybridum_spp_hybridum,13:45,14:15,31/07/14,Forsby,No,NA,2,25,16
693,Bombus_rupestris,Non_flowering_crop_edge,5,6-10%,Trifolium_hybridum_spp_hybridum,13:45,14:15,31/07/14,Forsby,No,NA,2,25,16
694,Bombus_hortorum,Non_flowering_crop_edge,5,6-10%,Trifolium_hybridum_spp_hybridum,13:45,14:15,31/07/14,Forsby,No,NA,2,25,16
695,Bombus_pascuorum,Non_flowering_crop_edge,5,6-10%,Campanulaceae_rotundifolia_spp._Rotundifolia,13:45,14:15,31/07/14,Forsby,No,NA,2,25,16
696,Bombus_pascuorum,Non_flowering_crop_edge,5,6-10%,Cirsium_arvense,13:45,14:15,31/07/14,Forsby,No,NA,2,25,16
697,Bombus_pascuorum,Non_flowering_crop_edge,5,6-10%,Cirsium_arvense,13:45,14:15,31/07/14,Forsby,No,NA,2,25,16
698,Bombus_soroeensis,Maintained_drain,8,1-5%,Cirsium_arvense,14:25,15:00,31/07/14,Forsby,No,NA,2,25,16
699,Bombus_terrestris,Maintained_drain,8,1-5%,Cirsium_arvense,14:25,15:00,31/07/14,Forsby,No,NA,2,25,16
700,Bombus_terrestris,Maintained_drain,8,1-5%,Cirsium_arvense,14:25,15:00,31/07/14,Forsby,No,NA,2,25,16
701,Bombus_terrestris,Maintained_drain,8,1-5%,Cirsium_arvense,14:25,15:00,31/07/14,Forsby,No,NA,2,25,16
702,Bombus_spp,Maintained_drain,8,1-5%,Cirsium_arvense,14:25,15:00,31/07/14,Forsby,No,NA,2,25,16
703,Bombus_barbutellus,Maintained_drain,8,1-5%,Cirsium_arvense,14:25,15:00,31/07/14,Forsby,No,NA,2,25,16
704,Bombus_hortorum,Maintained_drain,8,1-5%,Cirsium_arvense,14:25,15:00,31/07/14,Forsby,No,NA,2,25,16
705,Bombus_pascuorum,Maintained_drain,8,1-5%,Cirsium_arvense,14:25,15:00,31/07/14,Forsby,No,NA,2,25,16
706,Bombus_pascuorum,Maintained_drain,8,1-5%,Cirsium_arvense,14:25,15:00,31/07/14,Forsby,No,NA,2,25,16
707,Bombus_lapidarius,Maintained_drain,8,1-5%,Lathyrus_pratensis,14:25,15:00,31/07/14,Forsby,No,NA,2,25,16
708,Bombus_hortorum,Maintained_drain,8,1-5%,Lamium_maculatum,14:25,15:00,31/07/14,Forsby,No,NA,2,25,16
709,Bombus_ruderarius,Maintained_drain,8,1-5%,Lamium_maculatum,14:25,15:00,31/07/14,Forsby,No,NA,2,25,16
710,Bombus_spp,Forest,6,Trace,Flying,15:10,15:25,31/07/14,Forsby,No,NA,2,25,16
711,Bombus_spp,Forest,6,Trace,Flying,15:10,15:25,31/07/14,Forsby,No,NA,2,25,16
712,Bombus_spp,Forest,6,Trace,Vicia_cracca,15:10,15:25,31/07/14,Forsby,No,NA,2,25,16
713,Bombus_terrestris,Forest,7,1-5%,Calluna_vulgaris,10:10,10:45,13/08/14,Forsby,No,Note_13_b4_9th,2,21,12
714,Bombus_terrestris,Forest,7,1-5%,Calluna_vulgaris,10:10,10:45,13/08/14,Forsby,No,NA,2,21,12
715,Bombus_terrestris,Forest,7,1-5%,Calluna_vulgaris,10:10,10:45,13/08/14,Forsby,No,NA,2,21,12
716,Bombus_terrestris,Forest,7,1-5%,Calluna_vulgaris,10:10,10:45,13/08/14,Forsby,No,NA,2,21,12
717,Bombus_hortorum,Forest,7,1-5%,Calluna_vulgaris,10:10,10:45,13/08/14,Forsby,No,NA,2,21,12
718,Bombus_hortorum,Forest,7,1-5%,Calluna_vulgaris,10:10,10:45,13/08/14,Forsby,No,NA,2,21,12
719,Bombus_hortorum,Forest,7,1-5%,Calluna_vulgaris,10:10,10:45,13/08/14,Forsby,No,NA,2,21,12
720,Bombus_soroeensis,Forest,7,1-5%,Calluna_vulgaris,10:10,10:45,13/08/14,Forsby,No,NA,2,21,12
721,Bombus_spp,Forest,7,1-5%,Calluna_vulgaris,10:10,10:45,13/08/14,Forsby,No,NA,2,21,12
722,Bombus_quadricolor,Forest,7,1-5%,Calluna_vulgaris,10:10,10:45,13/08/14,Forsby,No,NA,2,21,12
723,Bombus_hortorum,Forest,7,1-5%,Solidago_virgaurea_spp._Virgaurea,10:10,10:45,13/08/14,Forsby,No,NA,2,21,12
724,Bombus_pascuorum,Non_flowering_crop_edge,4,6-10%,Satureja_vulgaris,10:40,10:55,09/08/14,Fresta,Yes,NA,2,26,15
725,Bombus_soroeensis,Non_flowering_crop_edge,5,Trace,Satureja_vulgaris,11:00,11:20,09/08/14,Fresta,Yes,NA,2,26,15
726,Bombus_spp,Forest,6,Trace,Carduus_helenioides,11:30,11:50,09/08/14,Fresta,Yes,NA,2,26,15
727,Bombus_spp,Forest,6,Trace,Carduus_helenioides,11:30,11:50,09/08/14,Fresta,Yes,NA,2,26,15
728,Bombus_campestris,Forest,6,Trace,Carduus_helenioides,11:30,11:50,09/08/14,Fresta,Yes,NA,2,26,15
729,Bombus_pascuorum,Corridor,3,1-5%,Calluna_vulgaris,12:15,13:00,09/08/14,Fresta,Yes,NA,2,26,15
730,Bombus_pascuorum,Corridor,3,1-5%,Calluna_vulgaris,12:15,13:00,09/08/14,Fresta,Yes,NA,2,26,15
731,Bombus_pascuorum,Corridor,3,1-5%,Calluna_vulgaris,12:15,13:00,09/08/14,Fresta,Yes,NA,2,26,15
732,Bombus_pascuorum,Corridor,3,1-5%,Calluna_vulgaris,12:15,13:00,09/08/14,Fresta,Yes,NA,2,26,15
733,Bombus_quadricolor,Corridor,3,1-5%,Calluna_vulgaris,12:15,13:00,09/08/14,Fresta,Yes,NA,2,26,15
734,Bombus_pratorum,Corridor,3,1-5%,Calluna_vulgaris,12:15,13:00,09/08/14,Fresta,Yes,NA,2,26,15
735,Bombus_terrestris,Corridor,3,1-5%,Calluna_vulgaris,12:15,13:00,09/08/14,Fresta,Yes,NA,2,26,15
736,Bombus_terrestris,Corridor,3,1-5%,Calluna_vulgaris,12:15,13:00,09/08/14,Fresta,Yes,NA,2,26,15
737,Bombus_pratorum,Corridor,3,1-5%,Calluna_vulgaris,12:15,13:00,09/08/14,Fresta,Yes,,2,26,15
738,Bombus_terrestris,Corridor,3,1-5%,Calluna_vulgaris,12:15,13:00,09/08/14,Fresta,Yes,NA,2,26,15
739,Bombus_terrestris,Corridor,3,1-5%,Calluna_vulgaris,12:15,13:00,09/08/14,Fresta,Yes,NA,2,26,15
740,Bombus_terrestris,Corridor,3,1-5%,Calluna_vulgaris,12:15,13:00,09/08/14,Fresta,Yes,NA,2,26,15
741,Bombus_terrestris,Corridor,3,1-5%,Calluna_vulgaris,12:15,13:00,09/08/14,Fresta,Yes,NA,2,26,15
742,Bombus_terrestris,Corridor,3,1-5%,Calluna_vulgaris,12:15,13:00,09/08/14,Fresta,Yes,NA,2,26,15
743,Bombus_terrestris,Corridor,3,1-5%,Calluna_vulgaris,12:15,13:00,09/08/14,Fresta,Yes,NA,2,26,15
744,Bombus_terrestris,Corridor,3,1-5%,Calluna_vulgaris,12:15,13:00,09/08/14,Fresta,Yes,NA,2,26,15
745,Bombus_terrestris,Corridor,3,1-5%,Calluna_vulgaris,12:15,13:00,09/08/14,Fresta,Yes,NA,2,26,15
746,Bombus_terrestris,Corridor,3,1-5%,Calluna_vulgaris,12:15,13:00,09/08/14,Fresta,Yes,NA,2,26,15
747,Bombus_terrestris,Corridor,3,1-5%,Calluna_vulgaris,12:15,13:00,09/08/14,Fresta,Yes,NA,2,26,15
748,Bombus_terrestris,Corridor,3,1-5%,Calluna_vulgaris,12:15,13:00,09/08/14,Fresta,Yes,NA,2,26,15
749,Bombus_terrestris,Corridor,3,1-5%,Calluna_vulgaris,12:15,13:00,09/08/14,Fresta,Yes,NA,2,26,15
750,Bombus_terrestris,Corridor,3,1-5%,Calluna_vulgaris,12:15,13:00,09/08/14,Fresta,Yes,NA,2,26,15
751,Bombus_terrestris,Corridor,3,1-5%,Calluna_vulgaris,12:15,13:00,09/08/14,Fresta,Yes,NA,2,26,15
752,Bombus_terrestris,Corridor,3,1-5%,Calluna_vulgaris,12:15,13:00,09/08/14,Fresta,Yes,NA,2,26,15
753,Bombus_terrestris,Corridor,3,1-5%,Calluna_vulgaris,12:15,13:00,09/08/14,Fresta,Yes,NA,2,26,15
754,Bombus_terrestris,Corridor,3,1-5%,Calluna_vulgaris,12:15,13:00,09/08/14,Fresta,Yes,NA,2,26,15
755,Bombus_terrestris,Corridor,3,1-5%,Calluna_vulgaris,12:15,13:00,09/08/14,Fresta,Yes,NA,2,26,15
756,Bombus_terrestris,Corridor,3,1-5%,Calluna_vulgaris,12:15,13:00,09/08/14,Fresta,Yes,NA,2,26,15
757,Bombus_bohemicus,Corridor,3,1-5%,Calluna_vulgaris,12:15,13:00,09/08/14,Fresta,Yes,NA,2,26,15
758,Bombus_spp,Corridor,3,1-5%,Calluna_vulgaris,12:15,13:00,09/08/14,Fresta,Yes,NA,2,26,15
759,Bombus_quadricolor,Corridor,3,1-5%,Calluna_vulgaris,12:15,13:00,09/08/14,Fresta,Yes,NA,2,26,15
760,Bombus_quadricolor,Corridor,3,1-5%,Calluna_vulgaris,12:15,13:00,09/08/14,Fresta,Yes,NA,2,26,15
761,Bombus_soroeensis,Corridor,3,1-5%,Calluna_vulgaris,12:15,13:00,09/08/14,Fresta,Yes,NA,2,26,15
762,Bombus_soroeensis,Corridor,3,1-5%,Calluna_vulgaris,12:15,13:00,09/08/14,Fresta,Yes,NA,2,26,15
763,Bombus_soroeensis,Corridor,3,1-5%,Calluna_vulgaris,12:15,13:00,09/08/14,Fresta,Yes,NA,2,26,15
764,Bombus_hypnorum,Corridor,9,Trace,Succisa_pratensis,13:30,13:55,09/08/14,Fresta,Yes,NA,2,26,15
765,Bombus_spp,Non_flowering_crop_edge,10,1-5%,Trifolium_hybridum_spp_hybridum,14:00,14:20,09/08/14,Fresta,Yes,NA,2,26,15
766,Bombus_spp,Non_flowering_crop_edge,10,1-5%,Trifolium_hybridum_spp_hybridum,14:00,14:20,09/08/14,Fresta,Yes,NA,2,26,15
767,Bombus_spp,Non_flowering_crop_edge,10,1-5%,Trifolium_hybridum_spp_hybridum,14:00,14:20,09/08/14,Fresta,Yes,NA,2,26,15
768,Bombus_terrestris,Non_flowering_crop_edge,10,1-5%,Trifolium_hybridum_spp_hybridum,14:00,14:20,09/08/14,Fresta,Yes,NA,2,26,15
